-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
                           [kg/kmol]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K] 
-----------------------------------------------------------------------------------------------------------------------------------------------------
IC8H18                      114.2320       44.8058      -54.5419      -84.6751      101.1181      105.1288        2.0813     -189.3522      191.4335
IC8H17                      113.2240       44.5938      -11.4398      -41.9764      102.4717      100.4007       43.0914     -146.6291      189.7204
IC8H16                      112.2160       41.3613      -25.9678      -55.5964       99.4247       97.1934       26.3322     -156.4964      182.8286
DIMEPTD                      96.1730       36.3462        1.8866      -25.3245       91.3123       77.3015       44.4708     -115.3095      159.7804
C7H8                         92.1410       25.1486       11.8809      -10.8606       76.3138       62.3014       45.1263      -83.9762      129.1025
C6H5OH                       94.1130       24.5150      -23.0385      -45.4823       75.3147       55.4614        7.7176     -116.8740      124.5915
C6H5CHO                     106.1240       27.0265       -9.4454      -33.3370       80.1731       60.9102       24.0596     -109.7489      133.8085
C6H5CO                      105.1160       26.9314       24.1950       -0.1974       81.8536       56.7531       55.8704      -76.9647      132.8352
C7H7                         91.1330       26.3651       50.2438       27.4092       76.6264       60.1044       83.0892      -46.0568      129.1461
CH3C6H4                      91.1330       25.1821       74.3937       50.3262       80.7634       58.9067      106.2182      -25.3036      131.5219
C6H5O                        93.1050       24.4782       12.7613       -9.3887       74.3290       51.2814       41.1471      -78.8504      119.9975
BENZYNE                      76.0980       18.5642      110.1939       90.0299       67.6644       42.4767      133.6027       28.4829      105.1198
RCATEC                      109.1040       28.0350      -39.1874      -64.6591       85.4756       55.6708       -7.0559     -144.6141      137.5581
C6H4O2                      108.0960       24.5519      -28.7867      -54.2049       85.2961       55.4699        1.9767     -132.6080      134.5847
CYC5H4O                      80.0860       17.6273       13.3557       -7.3466       69.4709       45.4151       37.4868      -70.2207      107.7074
C7H7O2                      123.1310       31.6481       29.2304        0.8811       95.1318       69.5401       67.8583      -89.2658      157.1240
O2C6H4CH3                   123.1310       31.6844       25.7947       -1.6578       92.1226       68.5855       64.1747      -89.6481      153.8227
OC6H4CH2                    106.1240       26.6096       12.7509      -10.9930       79.6774       60.4828       46.0675      -86.9376      133.0051
C6H5CH2O                    107.1320       26.0733       27.9717        1.9940       87.1735       63.4577       62.0579      -79.3246      141.3825
BZCOOH                      124.1390       33.3554       -5.3411      -35.0717       99.7670       74.0660       35.4633     -129.6920      165.1553
C6H5O2                      109.1040       25.9889       31.5161        5.8326       86.1864       55.2495       62.4214      -73.5028      135.9242
RBBENZ                      181.2580       48.2781       67.1481       32.8807      114.9913      115.2211      129.5501      -84.8723      214.4223
STILB                       180.2500       47.6875       57.8476       25.5804      108.2792      113.1692      119.6397      -87.2174      206.8570
OOC6H4OH                    125.1030       31.8939       -5.1316      -32.4078       91.5310       61.7422       30.2803     -118.6800      148.9603
C6H4OH                       93.1050       25.1836       38.0881       15.7290       75.0307       52.7494       68.2144      -55.4460      123.6604
C7H6                         90.1250       25.7207       84.3165       61.5832       76.2863       56.4349      115.6780      -10.9555      126.6335
C7H5                         89.1170       25.6339      113.3932       89.9483       78.6742       52.4863      143.1484       16.4197      126.7287
CYC5H4                       64.0870       16.3181      125.9703      106.7198       64.5990       35.8326      145.7136       49.4416       96.2720
C5H3                         63.0790       20.9675      135.4142      114.3972       70.5268       34.8159      156.0488       51.6214      104.4274
C5H2                         62.0710       19.8091      165.2383      146.2586       63.6904       32.6979      184.9028       88.8625       96.0403
C5H5O                        81.0940       20.4925       42.9447       21.2725       72.7258       47.7706       69.1089      -45.4052      114.5141
LC6H6                        78.1140       26.3153       81.5702       57.9047       79.4146       51.2330      110.8771      -16.0573      126.9344
C6H4C2H3                    103.1440       28.2008       95.9561       71.0144       83.6967       64.1530      131.1427       -8.8409      139.9835
CRESOL                      108.1400       30.0338      -30.7868      -55.9330       84.3831       67.8198        6.4292     -137.5342      143.9633
RCRESOLC                    107.1320       28.3072        5.1863      -19.9028       84.1917       65.1812       40.7411     -100.3290      141.0701
RCRESOLO                    107.1320       27.2328        3.6882      -21.2696       83.7510       63.7091       38.2769     -100.7366      139.0135
C6H5CH2OH                   108.1400       24.5307      -24.2840      -50.8655       89.1998       62.4105        8.9456     -132.9376      141.8832
C6H5C2H                     102.1360       30.0577       75.9271       52.1202       79.8888       61.5442      110.7643      -25.3797      136.1440
C6H4C2H                     101.1280       27.1558      133.5670      109.4333       80.9857       56.9160      165.5443       33.0395      132.5048
C6H5C2H3                    104.1520       28.6142       35.5541       11.4953       80.7341       67.6244       72.2370      -66.9897      139.2267
C6H5C2H5                    106.1680       31.4857        7.0242      -18.1127       84.3520       75.6611       47.6972     -101.3980      149.0952
C6H5C2H2                    103.1440       28.5148       93.9830       69.1048       83.4841       64.3526      129.4286      -10.8062      140.2348
C6H5CHCH3                   105.1600       30.8214       44.3191       18.3355       87.1933       71.0869       82.8441      -65.8649      148.7091
XYLENE                      106.1680       29.6042        4.2617      -20.8532       84.2780       73.0104       43.0144     -102.7877      145.8021
RXYLENE                     105.1600       30.9839       43.3709       18.5710       83.2213       71.9241       82.3914      -63.1202      145.5116
INDENE                      116.1630       30.1712       39.1345       15.2709       80.0793       74.0256       79.0926      -64.5328      143.6255
INDENYL                     115.1550       30.9590       68.2166       43.8283       81.8398       71.0789      107.4833      -37.1798      144.6631
C10H7                       127.1660       31.9487       94.6373       69.5945       84.0362       74.4827      135.4453      -13.7728      149.2182
C10H7OH                     144.1730       37.8752       -6.1065      -32.8049       89.5920       84.5129       40.2466     -123.5711      163.8178
C10H7O                      143.1650       35.4910       27.5272        1.0051       89.0003       80.4787       71.9533      -88.1647      160.1181
C10H6CH3                    141.1930       36.9132       87.7207       61.3160       88.6063       86.4362      134.9078      -29.0260      163.9338
C10H7CH2                    141.1930       38.1553       65.1337       38.1977       90.3892       88.2141      113.5639      -54.2343      167.7982
C10H7CHO                    156.1840       39.2801        7.1510      -20.1130       91.4897       90.9518       56.9874     -114.1169      171.1043
C10H7CH3                    142.2010       38.2092       27.6139        0.5247       90.9035       92.2948       77.4743      -92.7952      170.2694
CH3C10H6OH                  158.2000       43.4143      -13.9054      -43.8938      100.6321       95.7429       38.4801     -146.0868      184.5669
CH3C10H6O                   157.1920       41.9964       20.4750       -9.8949      101.9123       92.9476       71.3017     -112.0235      183.3251
C12H8                       152.1960       36.0841       61.9613       37.9019       80.7363       88.2100      109.7786      -47.0473      156.8259
C12H7                       151.1880       35.5772      125.4479      101.4133       80.6531       84.6985      171.7234       17.2717      154.4517
BIPHENYL                    154.2120       40.3115       43.4027       15.7745       92.7119       95.8303       95.4476      -80.2275      175.6751
C12H9                       153.2040       38.5473      102.1910       73.3591       96.7513       91.8747      152.4008      -24.4339      176.8348
FLUORENE                    166.2230       40.4566       41.7083       14.6304       90.8654       98.0500       94.8544      -80.6228      175.4772
C6H5CH2C6H5                 168.2390       42.2700       39.1786        8.6052      102.5955      106.1067       95.8971      -96.6995      192.5966
C14H10                      178.2340       45.1347       48.2245       20.0577       94.5192      107.1943      106.7130      -81.0865      187.7995
C14H9                       177.2260       43.8956      107.7322       78.6066       97.7368      103.5625      164.6692      -23.9829      188.6521
C16H10                      202.2560       48.9878       53.7720       24.8188       97.1584      117.5714      117.8946      -81.4593      199.3538
C16H9                       201.2480       47.7860      110.4002       80.5674      100.1102      113.5849      172.6835      -26.8277      199.5113
C6H5C2H4C6H5                182.2660       49.0850       34.2024       -0.2088      115.4738      119.9174       98.8725     -119.4957      218.3682
C18H10                      226.2780       48.3318       55.0147       26.3816       96.0843      117.3603      119.0754      -79.0720      198.1474
C18H9                       225.2700       51.6641      113.0662       82.5267      102.4816      123.6379      180.6931      -29.6728      210.3659
LC6H5                        77.1060       26.1530      126.9903      102.8361       81.0544       47.1731      154.5441       28.5040      126.0401
